wkt;Tilex;TileY;TileZ;URL"""POLYGON ((-122.369155883789 37.7278233649634 0,-122.368469238281 37.7278233649634 0,-122.368469238281 37.72728027686 0,-122.369155883789 37.72728027686 0,-122.369155883789 37.7278233649634 0))""";83931;202735;19;https://b.tiles.mapbox.com/v4/digitalglobe.0a8e44ba/19/83931/202735.png?access_token=pk.eyJ1IjoiZGlnaXRhbGdsb2JlIiwiYSI6ImNqZGFrZ3pjczNpaHYycXFyMGo0djY3N2IifQ.90uebT4-ow1uqZKTUrf6RQ
"""POLYGON ((-122.369842529297 37.72728027686 0,-122.368469238281 37.72728027686 0,-122.368469238281 37.7261940887056 0,-122.369842529297 37.7261940887056 0,-122.369842529297 37.72728027686 0))""";41965;101368;18;https://b.tiles.mapbox.com/v4/digitalglobe.0a8e44ba/18/41965/101368.png?access_token=pk.eyJ1IjoiZGlnaXRhbGdsb2JlIiwiYSI6ImNqZGFrZ3pjczNpaHYycXFyMGo0djY3N2IifQ.90uebT4-ow1uqZKTUrf6RQ
"""POLYGON ((-122.369842529297 37.7283664490841 0,-122.368469238281 37.7283664490841 0,-122.368469238281 37.72728027686 0,-122.369842529297 37.72728027686 0,-122.369842529297 37.7283664490841 0))""";41965;101367;18;https://b.tiles.mapbox.com/v4/digitalglobe.0a8e44ba/18/41965/101367.png?access_token=pk.eyJ1IjoiZGlnaXRhbGdsb2JlIiwiYSI6ImNqZGFrZ3pjczNpaHYycXFyMGo0djY3N2IifQ.90uebT4-ow1uqZKTUrf6RQ
"""POLYGON ((-122.367095947266 37.72728027686 0,-122.36572265625 37.72728027686 0,-122.36572265625 37.7261940887056 0,-122.367095947266 37.7261940887056 0,-122.367095947266 37.72728027686 0))""";41967;101368;18;https://b.tiles.mapbox.com/v4/digitalglobe.0a8e44ba/18/41967/101368.png?access_token=pk.eyJ1IjoiZGlnaXRhbGdsb2JlIiwiYSI6ImNqZGFrZ3pjczNpaHYycXFyMGo0djY3N2IifQ.90uebT4-ow1uqZKTUrf6RQ
"""POLYGON ((-122.367095947266 37.7283664490841 0,-122.36572265625 37.7283664490841 0,-122.36572265625 37.72728027686 0,-122.367095947266 37.72728027686 0,-122.367095947266 37.7283664490841 0))""";41967;101367;18;https://d.tiles.mapbox.com/v4/digitalglobe.0a8e44ba/18/41967/101367.png?access_token=pk.eyJ1IjoiZGlnaXRhbGdsb2JlIiwiYSI6ImNqZGFrZ3pjczNpaHYycXFyMGo0djY3N2IifQ.90uebT4-ow1uqZKTUrf6RQ
"""POLYGON ((-122.368469238281 37.7294526053778 0,-122.36572265625 37.7294526053778 0,-122.36572265625 37.72728027686 0,-122.368469238281 37.72728027686 0,-122.368469238281 37.7294526053778 0))""";20983;50683;17;https://a.tiles.mapbox.com/v4/digitalglobe.0a8e44ba/17/20983/50683.png?access_token=pk.eyJ1IjoiZGlnaXRhbGdsb2JlIiwiYSI6ImNqZGFrZ3pjczNpaHYycXFyMGo0djY3N2IifQ.90uebT4-ow1uqZKTUrf6RQ
"""POLYGON ((-122.368469238281 37.72728027686 0,-122.36572265625 37.72728027686 0,-122.36572265625 37.7251078846209 0,-122.368469238281 37.7251078846209 0,-122.368469238281 37.72728027686 0))""";20983;50684;17;https://c.tiles.mapbox.com/v4/digitalglobe.0a8e44ba/17/20983/50684.png?access_token=pk.eyJ1IjoiZGlnaXRhbGdsb2JlIiwiYSI6ImNqZGFrZ3pjczNpaHYycXFyMGo0djY3N2IifQ.90uebT4-ow1uqZKTUrf6RQ
"""POLYGON ((-122.371215820312 37.7294526053778 0,-122.368469238281 37.7294526053778 0,-122.368469238281 37.72728027686 0,-122.371215820312 37.72728027686 0,-122.371215820312 37.7294526053778 0))""";20982;50683;17;https://d.tiles.mapbox.com/v4/digitalglobe.0a8e44ba/17/20982/50683.png?access_token=pk.eyJ1IjoiZGlnaXRhbGdsb2JlIiwiYSI6ImNqZGFrZ3pjczNpaHYycXFyMGo0djY3N2IifQ.90uebT4-ow1uqZKTUrf6RQ
"""POLYGON ((-122.371215820312 37.72728027686 0,-122.368469238281 37.72728027686 0,-122.368469238281 37.7251078846209 0,-122.371215820312 37.7251078846209 0,-122.371215820312 37.72728027686 0))""";20982;50684;17;https://b.tiles.mapbox.com/v4/digitalglobe.0a8e44ba/17/20982/50684.png?access_token=pk.eyJ1IjoiZGlnaXRhbGdsb2JlIiwiYSI6ImNqZGFrZ3pjczNpaHYycXFyMGo0djY3N2IifQ.90uebT4-ow1uqZKTUrf6RQ
"""POLYGON ((-122.369155883789 37.7275518214095 0,-122.368812561035 37.7275518214095 0,-122.368812561035 37.72728027686 0,-122.369155883789 37.72728027686 0,-122.369155883789 37.7275518214095 0))""";167862;405471;20;https://d.tiles.mapbox.com/v4/digitalglobe.0a8e44ba/20/167862/405471.png?access_token=pk.eyJ1IjoiZGlnaXRhbGdsb2JlIiwiYSI6ImNqZGFrZ3pjczNpaHYycXFyMGo0djY3N2IifQ.90uebT4-ow1uqZKTUrf6RQ
"""POLYGON ((-122.369155883789 37.72728027686 0,-122.368812561035 37.72728027686 0,-122.368812561035 37.7270087313149 0,-122.369155883789 37.7270087313149 0,-122.369155883789 37.72728027686 0))""";167862;405472;20;https://b.tiles.mapbox.com/v4/digitalglobe.0a8e44ba/20/167862/405472.png?access_token=pk.eyJ1IjoiZGlnaXRhbGdsb2JlIiwiYSI6ImNqZGFrZ3pjczNpaHYycXFyMGo0djY3N2IifQ.90uebT4-ow1uqZKTUrf6RQ
"""POLYGON ((-122.368812561035 37.7278233649634 0,-122.368469238281 37.7278233649634 0,-122.368469238281 37.7275518214095 0,-122.368812561035 37.7275518214095 0,-122.368812561035 37.7278233649634 0))""";167863;405470;20;https://d.tiles.mapbox.com/v4/digitalglobe.0a8e44ba/20/167863/405470.png?access_token=pk.eyJ1IjoiZGlnaXRhbGdsb2JlIiwiYSI6ImNqZGFrZ3pjczNpaHYycXFyMGo0djY3N2IifQ.90uebT4-ow1uqZKTUrf6RQ
"""POLYGON ((-122.368812561035 37.7270087313149 0,-122.368469238281 37.7270087313149 0,-122.368469238281 37.7267371847741 0,-122.368812561035 37.7267371847741 0,-122.368812561035 37.7270087313149 0))""";167863;405473;20;https://c.tiles.mapbox.com/v4/digitalglobe.0a8e44ba/20/167863/405473.png?access_token=pk.eyJ1IjoiZGlnaXRhbGdsb2JlIiwiYSI6ImNqZGFrZ3pjczNpaHYycXFyMGo0djY3N2IifQ.90uebT4-ow1uqZKTUrf6RQ
"""POLYGON ((-122.368812561035 37.7275518214095 0,-122.368469238281 37.7275518214095 0,-122.368469238281 37.72728027686 0,-122.368812561035 37.72728027686 0,-122.368812561035 37.7275518214095 0))""";167863;405471;20;https://c.tiles.mapbox.com/v4/digitalglobe.0a8e44ba/20/167863/405471.png?access_token=pk.eyJ1IjoiZGlnaXRhbGdsb2JlIiwiYSI6ImNqZGFrZ3pjczNpaHYycXFyMGo0djY3N2IifQ.90uebT4-ow1uqZKTUrf6RQ
"""POLYGON ((-122.368812561035 37.7280949075216 0,-122.368469238281 37.7280949075216 0,-122.368469238281 37.7278233649634 0,-122.368812561035 37.7278233649634 0,-122.368812561035 37.7280949075216 0))""";167863;405469;20;https://b.tiles.mapbox.com/v4/digitalglobe.0a8e44ba/20/167863/405469.png?access_token=pk.eyJ1IjoiZGlnaXRhbGdsb2JlIiwiYSI6ImNqZGFrZ3pjczNpaHYycXFyMGo0djY3N2IifQ.90uebT4-ow1uqZKTUrf6RQ
"""POLYGON ((-122.368812561035 37.72728027686 0,-122.368469238281 37.72728027686 0,-122.368469238281 37.7270087313149 0,-122.368812561035 37.7270087313149 0,-122.368812561035 37.72728027686 0))""";167863;405472;20;https://c.tiles.mapbox.com/v4/digitalglobe.0a8e44ba/20/167863/405472.png?access_token=pk.eyJ1IjoiZGlnaXRhbGdsb2JlIiwiYSI6ImNqZGFrZ3pjczNpaHYycXFyMGo0djY3N2IifQ.90uebT4-ow1uqZKTUrf6RQ
"""POLYGON ((-122.367095947266 37.7278233649634 0,-122.366752624512 37.7278233649634 0,-122.366752624512 37.7275518214095 0,-122.367095947266 37.7275518214095 0,-122.367095947266 37.7278233649634 0))""";167868;405470;20;https://b.tiles.mapbox.com/v4/digitalglobe.0a8e44ba/20/167868/405470.png?access_token=pk.eyJ1IjoiZGlnaXRhbGdsb2JlIiwiYSI6ImNqZGFrZ3pjczNpaHYycXFyMGo0djY3N2IifQ.90uebT4-ow1uqZKTUrf6RQ
"""POLYGON ((-122.367095947266 37.7275518214095 0,-122.366752624512 37.7275518214095 0,-122.366752624512 37.72728027686 0,-122.367095947266 37.72728027686 0,-122.367095947266 37.7275518214095 0))""";167868;405471;20;https://b.tiles.mapbox.com/v4/digitalglobe.0a8e44ba/20/167868/405471.png?access_token=pk.eyJ1IjoiZGlnaXRhbGdsb2JlIiwiYSI6ImNqZGFrZ3pjczNpaHYycXFyMGo0djY3N2IifQ.90uebT4-ow1uqZKTUrf6RQ
"""POLYGON ((-122.367095947266 37.72728027686 0,-122.366752624512 37.72728027686 0,-122.366752624512 37.7270087313149 0,-122.367095947266 37.7270087313149 0,-122.367095947266 37.72728027686 0))""";167868;405472;20;https://a.tiles.mapbox.com/v4/digitalglobe.0a8e44ba/20/167868/405472.png?access_token=pk.eyJ1IjoiZGlnaXRhbGdsb2JlIiwiYSI6ImNqZGFrZ3pjczNpaHYycXFyMGo0djY3N2IifQ.90uebT4-ow1uqZKTUrf6RQ
"""POLYGON ((-122.368125915527 37.7278233649634 0,-122.367782592773 37.7278233649634 0,-122.367782592773 37.7275518214095 0,-122.368125915527 37.7275518214095 0,-122.368125915527 37.7278233649634 0))""";167865;405470;20;https://d.tiles.mapbox.com/v4/digitalglobe.0a8e44ba/20/167865/405470.png?access_token=pk.eyJ1IjoiZGlnaXRhbGdsb2JlIiwiYSI6ImNqZGFrZ3pjczNpaHYycXFyMGo0djY3N2IifQ.90uebT4-ow1uqZKTUrf6RQ
"""POLYGON ((-122.368125915527 37.7283664490841 0,-122.367782592773 37.7283664490841 0,-122.367782592773 37.7280949075216 0,-122.368125915527 37.7280949075216 0,-122.368125915527 37.7283664490841 0))""";167865;405468;20;https://a.tiles.mapbox.com/v4/digitalglobe.0a8e44ba/20/167865/405468.png?access_token=pk.eyJ1IjoiZGlnaXRhbGdsb2JlIiwiYSI6ImNqZGFrZ3pjczNpaHYycXFyMGo0djY3N2IifQ.90uebT4-ow1uqZKTUrf6RQ
"""POLYGON ((-122.368125915527 37.7270087313149 0,-122.367782592773 37.7270087313149 0,-122.367782592773 37.7267371847741 0,-122.368125915527 37.7267371847741 0,-122.368125915527 37.7270087313149 0))""";167865;405473;20;https://a.tiles.mapbox.com/v4/digitalglobe.0a8e44ba/20/167865/405473.png?access_token=pk.eyJ1IjoiZGlnaXRhbGdsb2JlIiwiYSI6ImNqZGFrZ3pjczNpaHYycXFyMGo0djY3N2IifQ.90uebT4-ow1uqZKTUrf6RQ
"""POLYGON ((-122.368125915527 37.7275518214095 0,-122.367782592773 37.7275518214095 0,-122.367782592773 37.72728027686 0,-122.368125915527 37.72728027686 0,-122.368125915527 37.7275518214095 0))""";167865;405471;20;https://d.tiles.mapbox.com/v4/digitalglobe.0a8e44ba/20/167865/405471.png?access_token=pk.eyJ1IjoiZGlnaXRhbGdsb2JlIiwiYSI6ImNqZGFrZ3pjczNpaHYycXFyMGo0djY3N2IifQ.90uebT4-ow1uqZKTUrf6RQ
"""POLYGON ((-122.368125915527 37.7280949075216 0,-122.367782592773 37.7280949075216 0,-122.367782592773 37.7278233649634 0,-122.368125915527 37.7278233649634 0,-122.368125915527 37.7280949075216 0))""";167865;405469;20;https://a.tiles.mapbox.com/v4/digitalglobe.0a8e44ba/20/167865/405469.png?access_token=pk.eyJ1IjoiZGlnaXRhbGdsb2JlIiwiYSI6ImNqZGFrZ3pjczNpaHYycXFyMGo0djY3N2IifQ.90uebT4-ow1uqZKTUrf6RQ
"""POLYGON ((-122.368125915527 37.72728027686 0,-122.367782592773 37.72728027686 0,-122.367782592773 37.7270087313149 0,-122.368125915527 37.7270087313149 0,-122.368125915527 37.72728027686 0))""";167865;405472;20;https://d.tiles.mapbox.com/v4/digitalglobe.0a8e44ba/20/167865/405472.png?access_token=pk.eyJ1IjoiZGlnaXRhbGdsb2JlIiwiYSI6ImNqZGFrZ3pjczNpaHYycXFyMGo0djY3N2IifQ.90uebT4-ow1uqZKTUrf6RQ
"""POLYGON ((-122.368125915527 37.7267371847741 0,-122.367782592773 37.7267371847741 0,-122.367782592773 37.7264656372376 0,-122.368125915527 37.7264656372376 0,-122.368125915527 37.7267371847741 0))""";167865;405474;20;https://b.tiles.mapbox.com/v4/digitalglobe.0a8e44ba/20/167865/405474.png?access_token=pk.eyJ1IjoiZGlnaXRhbGdsb2JlIiwiYSI6ImNqZGFrZ3pjczNpaHYycXFyMGo0djY3N2IifQ.90uebT4-ow1uqZKTUrf6RQ
"""POLYGON ((-122.367782592773 37.7278233649634 0,-122.36743927002 37.7278233649634 0,-122.36743927002 37.7275518214095 0,-122.367782592773 37.7275518214095 0,-122.367782592773 37.7278233649634 0))""";167866;405470;20;https://c.tiles.mapbox.com/v4/digitalglobe.0a8e44ba/20/167866/405470.png?access_token=pk.eyJ1IjoiZGlnaXRhbGdsb2JlIiwiYSI6ImNqZGFrZ3pjczNpaHYycXFyMGo0djY3N2IifQ.90uebT4-ow1uqZKTUrf6RQ
"""POLYGON ((-122.367782592773 37.7270087313149 0,-122.36743927002 37.7270087313149 0,-122.36743927002 37.7267371847741 0,-122.367782592773 37.7267371847741 0,-122.367782592773 37.7270087313149 0))""";167866;405473;20;https://c.tiles.mapbox.com/v4/digitalglobe.0a8e44ba/20/167866/405473.png?access_token=pk.eyJ1IjoiZGlnaXRhbGdsb2JlIiwiYSI6ImNqZGFrZ3pjczNpaHYycXFyMGo0djY3N2IifQ.90uebT4-ow1uqZKTUrf6RQ
"""POLYGON ((-122.367782592773 37.7275518214095 0,-122.36743927002 37.7275518214095 0,-122.36743927002 37.72728027686 0,-122.367782592773 37.72728027686 0,-122.367782592773 37.7275518214095 0))""";167866;405471;20;https://b.tiles.mapbox.com/v4/digitalglobe.0a8e44ba/20/167866/405471.png?access_token=pk.eyJ1IjoiZGlnaXRhbGdsb2JlIiwiYSI6ImNqZGFrZ3pjczNpaHYycXFyMGo0djY3N2IifQ.90uebT4-ow1uqZKTUrf6RQ
"""POLYGON ((-122.367782592773 37.7280949075216 0,-122.36743927002 37.7280949075216 0,-122.36743927002 37.7278233649634 0,-122.367782592773 37.7278233649634 0,-122.367782592773 37.7280949075216 0))""";167866;405469;20;https://a.tiles.mapbox.com/v4/digitalglobe.0a8e44ba/20/167866/405469.png?access_token=pk.eyJ1IjoiZGlnaXRhbGdsb2JlIiwiYSI6ImNqZGFrZ3pjczNpaHYycXFyMGo0djY3N2IifQ.90uebT4-ow1uqZKTUrf6RQ
"""POLYGON ((-122.367782592773 37.72728027686 0,-122.36743927002 37.72728027686 0,-122.36743927002 37.7270087313149 0,-122.367782592773 37.7270087313149 0,-122.367782592773 37.72728027686 0))""";167866;405472;20;https://b.tiles.mapbox.com/v4/digitalglobe.0a8e44ba/20/167866/405472.png?access_token=pk.eyJ1IjoiZGlnaXRhbGdsb2JlIiwiYSI6ImNqZGFrZ3pjczNpaHYycXFyMGo0djY3N2IifQ.90uebT4-ow1uqZKTUrf6RQ
"""POLYGON ((-122.367782592773 37.7267371847741 0,-122.36743927002 37.7267371847741 0,-122.36743927002 37.7264656372376 0,-122.367782592773 37.7264656372376 0,-122.367782592773 37.7267371847741 0))""";167866;405474;20;https://b.tiles.mapbox.com/v4/digitalglobe.0a8e44ba/20/167866/405474.png?access_token=pk.eyJ1IjoiZGlnaXRhbGdsb2JlIiwiYSI6ImNqZGFrZ3pjczNpaHYycXFyMGo0djY3N2IifQ.90uebT4-ow1uqZKTUrf6RQ
"""POLYGON ((-122.36743927002 37.7278233649634 0,-122.367095947266 37.7278233649634 0,-122.367095947266 37.7275518214095 0,-122.36743927002 37.7275518214095 0,-122.36743927002 37.7278233649634 0))""";167867;405470;20;https://c.tiles.mapbox.com/v4/digitalglobe.0a8e44ba/20/167867/405470.png?access_token=pk.eyJ1IjoiZGlnaXRhbGdsb2JlIiwiYSI6ImNqZGFrZ3pjczNpaHYycXFyMGo0djY3N2IifQ.90uebT4-ow1uqZKTUrf6RQ
"""POLYGON ((-122.36743927002 37.7270087313149 0,-122.367095947266 37.7270087313149 0,-122.367095947266 37.7267371847741 0,-122.36743927002 37.7267371847741 0,-122.36743927002 37.7270087313149 0))""";167867;405473;20;https://a.tiles.mapbox.com/v4/digitalglobe.0a8e44ba/20/167867/405473.png?access_token=pk.eyJ1IjoiZGlnaXRhbGdsb2JlIiwiYSI6ImNqZGFrZ3pjczNpaHYycXFyMGo0djY3N2IifQ.90uebT4-ow1uqZKTUrf6RQ
"""POLYGON ((-122.36743927002 37.7275518214095 0,-122.367095947266 37.7275518214095 0,-122.367095947266 37.72728027686 0,-122.36743927002 37.72728027686 0,-122.36743927002 37.7275518214095 0))""";167867;405471;20;https://a.tiles.mapbox.com/v4/digitalglobe.0a8e44ba/20/167867/405471.png?access_token=pk.eyJ1IjoiZGlnaXRhbGdsb2JlIiwiYSI6ImNqZGFrZ3pjczNpaHYycXFyMGo0djY3N2IifQ.90uebT4-ow1uqZKTUrf6RQ
"""POLYGON ((-122.36743927002 37.7280949075216 0,-122.367095947266 37.7280949075216 0,-122.367095947266 37.7278233649634 0,-122.36743927002 37.7278233649634 0,-122.36743927002 37.7280949075216 0))""";167867;405469;20;https://d.tiles.mapbox.com/v4/digitalglobe.0a8e44ba/20/167867/405469.png?access_token=pk.eyJ1IjoiZGlnaXRhbGdsb2JlIiwiYSI6ImNqZGFrZ3pjczNpaHYycXFyMGo0djY3N2IifQ.90uebT4-ow1uqZKTUrf6RQ
"""POLYGON ((-122.36743927002 37.72728027686 0,-122.367095947266 37.72728027686 0,-122.367095947266 37.7270087313149 0,-122.36743927002 37.7270087313149 0,-122.36743927002 37.72728027686 0))""";167867;405472;20;https://c.tiles.mapbox.com/v4/digitalglobe.0a8e44ba/20/167867/405472.png?access_token=pk.eyJ1IjoiZGlnaXRhbGdsb2JlIiwiYSI6ImNqZGFrZ3pjczNpaHYycXFyMGo0djY3N2IifQ.90uebT4-ow1uqZKTUrf6RQ
"""POLYGON ((-122.368469238281 37.7278233649634 0,-122.368125915527 37.7278233649634 0,-122.368125915527 37.7275518214095 0,-122.368469238281 37.7275518214095 0,-122.368469238281 37.7278233649634 0))""";167864;405470;20;https://d.tiles.mapbox.com/v4/digitalglobe.0a8e44ba/20/167864/405470.png?access_token=pk.eyJ1IjoiZGlnaXRhbGdsb2JlIiwiYSI6ImNqZGFrZ3pjczNpaHYycXFyMGo0djY3N2IifQ.90uebT4-ow1uqZKTUrf6RQ
